#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2019-07-25T12:52:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d39a547de31	
#INFO	-out.max=unlimited	
#INFO	queryParameters=8	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-source=J/AJ/126/1607/table1
#

#RESOURCE=yCat_51261607
#Name: J/AJ/126/1607
#Title: IRAS Revised Bright Galaxy Sample (Sanders+, 2003)
#Table	J_AJ_126_1607_table1:
#Name: J/AJ/126/1607/table1
#Title: IRAS Revised Bright Galaxy Sample: Integrated Flux Densities and Luminosities
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(a17)	Common name (1)	[ucd=]
#Column	n_Name	(A1)	indicates complements in table3	[ucd=]
#Column	f_Name	(A1)	Flag on Name (2)	[ucd=]
#Column	IRAS	(a11)	IRAS name (3)	[ucd=]
#Column	f_IRAS	(A1)	Flag on IRAS (4)	[ucd=]
#Column	RAJ2000	(A10)	Hour of right ascension (J2000) (5)	[ucd=]
#Column	DEJ2000	(A9)	Degree of declination (J2000) (5)	[ucd=]
#Column	GLON	(F6.2)	Galactic longitude	[ucd=]
#Column	GLAT	(F6.2)	Galactic latitude	[ucd=]
#Column	HR	(A1)	HIRES code (6)	[ucd=]
#Column	l_F12um	(A1)	Limit flag on F12um	[ucd=]
#Column	F12um	(F7.2)	Total 12 micron band flux density	[ucd=]
#Column	u_F12um	(A1)	Confusion uncertainty flag on F12um	[ucd=]
#Column	e_F12um	(I2)	? 1 {sigma} error in F12um [NULL integer written as an empty string]	[ucd=]
#Column	S12um	(A1)	IR size flag on 12um (7)	[ucd=]
#Column	M12um	(A1)	Best flux estimate method flag on 12um (8)	[ucd=]
#Column	C12um	(A1)	Confusion type flag on 12um (9)	[ucd=]
#Column	F25um	(F7.2)	Total 25 micron band flux density	[ucd=]
#Column	u_F25um	(A1)	Confusion uncertainty flag on 25um	[ucd=]
#Column	e_F25um	(I3)	? 1 {sigma} error in F25um [NULL integer written as an empty string]	[ucd=]
#Column	S25um	(A1)	IR size flag on 25um (7)	[ucd=]
#Column	M25um	(A1)	Best flux estimate method flag on 25um (8)	[ucd=]
#Column	C25um	(A1)	Confusion type flag on 25um (9)	[ucd=]
#Column	F60um	(F8.2)	Total 60 micron band flux density	[ucd=]
#Column	u_F60um	(A1)	Confusion uncertainty flag on 60um	[ucd=]
#Column	e_F60um	(I3)	? 1 {sigma} error in F60um [NULL integer written as an empty string]	[ucd=]
#Column	S60um	(A1)	IR size flag on 60um (7)	[ucd=]
#Column	M60um	(A1)	Best flux estimate method flag on 60um (8)	[ucd=]
#Column	C60um	(A1)	Confusion type flag on 60um (9)	[ucd=]
#Column	F100um	(F8.2)	? Total 100 micron band flux density	[ucd=]
#Column	u_F100um	(A1)	Confusion uncertainty flag on 100um	[ucd=]
#Column	e_F100um	(I4)	? 1 {sigma} error in F100um [NULL integer written as an empty string]	[ucd=]
#Column	S100um	(A1)	IR size flag on 100um (7)	[ucd=]
#Column	M100um	(A1)	Best flux estimate method flag on 100um (8)	[ucd=]
#Column	C100um	(A1)	Confusion type flag on 100um (9)	[ucd=]
#Column	cz	(I5)	Heliocentric radial velocity (10)	[ucd=]
#Column	Dist	(F6.2)	Estimated source distance (11)	[ucd=]
#Column	f_Dist	(A1)	Flag on Dist (12)	[ucd=]
#Column	LogIR1	(F5.2)	Log of the 40-400 micron luminosity (13)	[ucd=]
#Column	u_LogIR1	(A1)	Uncertainty flag on LogIR1	[ucd=]
#Column	LogIR2	(F5.2)	Log of the 8-1000 micron luminosity (14)	[ucd=]
#Column	u_LogIR2	(A1)	Uncertainty flag on LogIR2	[ucd=]
#Column	Rank	(I3)	Sequential rank in the luminosity distribution	[ucd=]
#Column	OName	(a35)	Other names (15)	[ucd=]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=]
_RAJ2000	_DEJ2000	Name	n_Name	f_Name	IRAS	f_IRAS	RAJ2000	DEJ2000	GLON	GLAT	HR	l_F12um	F12um	u_F12um	e_F12um	S12um	M12um	C12um	F25um	u_F25um	e_F25um	S25um	M25um	C25um	F60um	u_F60um	e_F60um	S60um	M60um	C60um	F100um	u_F100um	e_F100um	S100um	M100um	C100um	cz	Dist	f_Dist	LogIR1	u_LogIR1	LogIR2	u_LogIR2	Rank	OName	Simbad	NED
155.585417	+21.569444	NGC 3221         	 	1	F10196+2149	 	10 22 20.5	+21 34 10	213.98	 55.71	 	 	   0.52	 	29	R	I	 	   0.93	 	 46	R	I	 	    7.72	 	 55	M	I	 	   18.76	 	  70	U	T	 	 3971	 58.68	 	10.90	 	11.00	 	200	                                   	Simbad	NED
155.880833	+19.863889	NGC 3227         	 	1	F10207+2007	 	10 23 31.4	+19 51 50	217.00	 55.45	S	 	   0.94	 	21	R	I	 	   1.83	 	 45	U	T	 	    8.42	 	 35	R	I	 	   17.30	 	 131	U	T	 	 1157	 19.81	 	 9.94	 	10.13	 	487	ARP094NED02;VV209a;KPG234B         	Simbad	NED
156.135000	-23.554722	ESO 500-G034     	 	2	F10221-2318	 	10 24 32.4	-23 33 17	264.50	 28.14	 	 	   0.38	 	30	R	I	 	   1.43	 	 32	M	I	 	   10.46	 	 22	U	T	 	   16.01	 	 131	U	T	 	 3662	 52.10	 	10.81	 	10.94	 	218	                                   	Simbad	NED
156.180833	-39.308056	ESO 317-G023     	 	2	F10225-3903	 	10 24 43.4	-39 18 29	274.31	 15.27	 	 	   0.34	 	33	U	T	 	   0.89	 	 19	U	T	 	   13.83	 	 49	U	T	 	   23.08	 	 172	U	T	 	 2892	 37.69	 	10.67	 	10.74	 	278	                                   	Simbad	NED
156.968333	-43.906944	NGC 3256         	 	2	F10257-4339	 	10 27 52.4	-43 54 25	277.38	 11.73	 	 	   3.57	 	31	M	I	 	  15.69	 	 45	U	T	 	  102.63	 	 52	M	I	 	  114.31	 	 296	U	T	 	 2781	 35.35	 	11.43	 	11.56	 	 66	VV065;AM1025-433                   	Simbad	NED
157.301250	-44.120278	NGC 3263         	 	2	F10270-4351	 	10 29 12.3	-44 07 13	277.70	 11.67	S	 	   0.53	 	22	U	T	 	   0.91	 	 29	U	T	 	    8.59	 	 54	U	T	 	   19.00	 	 112	U	T	 	 3015	 38.79	 	10.56	 	10.66	 	308	AM1027-435                         	Simbad	NED
157.898750	-39.956944	NGC 3278         	 	2	F10293-3941	 	10 31 35.7	-39 57 25	275.82	 15.44	 	 	   0.59	 	16	R	I	 	   0.91	 	 25	R	Z	 	    7.10	 	 21	M	I	 	   14.66	 	  75	U	T	 	 2961	 38.41	 	10.45	 	10.59	 	332	                                   	Simbad	NED
157.967083	-34.853889	NGC 3281         	 	2	F10295-3435	 	10 31 52.1	-34 51 14	273.01	 19.78	 	 	   0.91	 	33	U	T	 	   2.63	 	 31	U	T	 	    6.73	 	 27	U	T	 	    7.89	 	 152	U	T	 	 3200	 42.91	 	10.42	 	10.73	 	283	AM1029-343                         	Simbad	NED
159.063750	+37.324722	NGC 3294         	 	1	F10333+3735	 	10 36 15.3	+37 19 29	184.62	 59.84	 	 	   0.86	 	29	R	I	 	   0.69	 	 27	U	T	 	    5.98	 	 32	U	T	 	   16.58	 	 109	U	T	 	 1586	 23.69	S	10.05	 	10.18	 	473	                                   	Simbad	NED
159.692500	+53.502222	NGC 3310         	 	1	F10356+5345	 	10 38 46.2	+53 30 08	156.60	 54.06	 	 	   1.54	 	32	R	I	 	   5.32	 	 28	M	I	 	   34.56	 	 54	M	I	 	   44.19	 	 172	U	T	 	 1060	 19.81	 	10.45	 	10.61	 	326	ARP217;VV356;VV406                 	Simbad	NED
160.881250	+24.921667	NGC 3344         	 	1	F10407+2511	 	10 43 31.5	+24 55 18	210.04	 61.26	 	 	   1.01	 	25	R	I	 	   1.35	 	 50	R	Z	 	    9.71	 	 74	R	I	 	   28.92	 	 268	R	I	 	  556	  6.70	 	 9.18	 	 9.28	 	605	                                   	Simbad	NED
160.779167	-46.211944	ESO 264-G036     	 	2	F10409-4556	 	10 43 07.0	-46 12 43	280.94	 11.11	 	 	   0.36	 	30	U	T	 	   0.67	 	 41	U	T	 	    6.07	 	 61	U	T	 	   13.37	 	 564	U	T	 	 7000	100.50	 	11.25	 	11.35	 	100	                                   	Simbad	NED
160.992083	+11.702778	NGC 3351         	 	1	F10413+1157	 	10 43 58.1	+11 42 10	233.95	 56.37	 	 	   1.04	 	34	R	I	 	   2.79	 	 53	R	I	 	   19.66	 	 62	M	I	 	   41.10	 	 102	M	I	 	  769	  9.99	P	 9.72	 	 9.83	 	559	                                   	Simbad	NED
161.652500	+63.223611	NGC 3359         	 	1	F10433+6329	 	10 46 36.6	+63 13 25	143.60	 48.59	 	 	   0.44	 	16	R	I	 	   0.54	 	 21	R	I	 	    6.49	 	 42	R	I	 	   17.16	 	 145	R	I	 	  971	 16.81	S	 9.76	 	 9.83	 	558	                                   	Simbad	NED
161.646667	+13.750556	NGC 3367         	 	1	F10439+1400	 	10 46 35.2	+13 45 02	231.31	 57.97	 	 	   0.51	 	49	U	T	 	   1.98	 	 51	R	Z	 	    6.44	 	 37	R	I	 	   13.48	 	  86	U	T	 	 3039	 46.13	 	10.57	 	10.76	 	273	                                   	Simbad	NED
161.690000	+11.820278	NGC 3368         	 	1	F10441+1205	 	10 46 45.6	+11 49 13	234.43	 57.01	 	 	   0.98	 	36	R	I	 	   0.51	 	 50	M	I	 	   10.51	 	 64	R	I	 	   31.63	 	 148	M	I	 	  916	 10.51	P	 9.61	 	 9.67	 	584	                                   	Simbad	NED
162.467500	+32.988333	NGC 3395/6       	 	1	F10470+3315	 	10 49 52.2	+32 59 18	192.91	 63.15	S	 	   0.47	 	27	R	I	 	   1.47	 	 44	R	I	 	   10.92	 	 33	R	I	 	   17.83	 	  97	M	I	 	 1623	 27.85	 	10.29	 	10.42	 	387	ARP270;VV246                       	Simbad	NED
162.941667	+32.900833	NGC 3424         	 	1	F10489+3310	 	10 51 46.0	+32 54 03	193.03	 63.55	S	 	   0.52	 	29	U	T	 	   0.92	 	 40	U	T	 	    8.44	 	 57	U	T	 	   17.05	 	 163	U	T	 	 1494	 26.17	 	10.18	 	10.30	 	430	                                   	Simbad	NED
163.136250	+36.625000	NGC 3432         	 	1	F10497+3653	 	10 52 32.7	+36 37 30	184.76	 63.17	 	 	   0.25	 	27	R	I	 	   0.43	 	 29	R	I	 	    8.42	 	 42	R	I	 	   16.01	 	 139	R	I	 	  616	  9.48	S	 9.28	 	 9.34	 	603	ARP206NED02;VV011a                 	Simbad	NED
163.153333	+22.932778	NGC 3437         	 	1	F10498+2311	 	10 52 36.8	+22 55 58	215.19	 62.82	 	 	   0.68	 	32	R	I	 	   1.35	 	 36	M	I	 	   10.91	 	 43	U	T	 	   20.29	 	 176	U	T	 	 1239	 22.23	 	10.13	 	10.26	 	439	                                   	Simbad	NED
163.661250	+54.306944	NGC 3448         	 	1	F10516+5434	 	10 54 38.7	+54 18 25	153.05	 55.45	S	 	   0.22	 	20	R	Z	 	   0.64	 	 30	U	T	 	    6.64	 	 27	M	I	 	   11.17	 	  80	U	T	 	 1350	 24.06	 	 9.96	 	10.06	 	513	ARP205                             	Simbad	NED
164.786250	+61.531389	NGC 3471         	 	1	F10560+6147	 	10 59 08.7	+61 31 53	143.73	 50.82	 	 	   0.33	 	15	U	T	 	   1.26	 	 17	M	I	 	    8.31	 	 32	U	T	 	   12.21	 	 141	U	T	 	 2129	 34.07	 	10.33	 	10.47	 	368	MRK0158                            	Simbad	NED
164.822500	+24.543889	IRAS F10565+2448 	 	1	F10565+2448	 	10 59 17.4	+24 32 38	212.45	 64.69	 	 	   0.20	 	30	U	T	 	   1.27	 	 31	M	I	 	   12.10	 	 25	U	T	 	   15.01	 	 122	U	T	 	12927	176.26	 	11.93	 	12.02	 	 17	                                   	Simbad	NED
164.760000	-43.442500	ESO 264-G057     	 	2	F10567-4310	 	10 59 02.4	-43 26 33	282.21	 14.86	S	 	   0.34	 	23	U	T	 	   0.81	 	 29	U	T	 	    5.69	 	 37	U	T	 	   12.16	:	 746	U	P	c	 5156	 75.74	 	10.96	:	11.08	:	168	AM1056-430NED01;AM1056-431         	Simbad	NED
164.845000	-66.323056	ESO 093-G003     	 	2	10574-6603 	 	10 59 22.8	-66 19 23	292.00	 -5.86	 	 	   0.67	 	20	R	I	 	   1.00	 	 26	M	I	 	   10.05	 	 62	M	I	 	   17.89	 	 532	U	T	 	 1890	 22.07	 	10.07	 	10.21	 	460	                                   	Simbad	NED
165.098333	+28.977222	NGC 3486         	 	1	F10576+2914	 	11 00 23.6	+28 58 38	202.07	 65.49	 	 	   0.62	 	28	R	I	 	   0.24	 	 46	R	I	 	    6.26	 	 34	R	I	 	   16.42	 	  88	M	I	 	  682	  9.23	 	 9.22	 	 9.31	 	604	                                   	Simbad	NED
165.796250	+27.972778	NGC 3504         	 	1	F11004+2814	 	11 03 11.1	+27 58 22	204.60	 66.04	 	 	   1.11	 	30	U	T	 	   4.03	 	 45	M	I	 	   21.43	 	 52	U	T	 	   34.05	 	  86	U	T	 	 1550	 27.07	 	10.56	 	10.72	 	289	                                   	Simbad	NED
165.750417	-16.289722	NGC 3508         	 	1	F11005-1601	 	11 03 00.1	-16 17 23	268.55	 39.24	 	 	   0.52	 	34	R	I	 	   0.91	 	 48	U	T	 	    6.82	 	 52	U	T	 	   13.90	 	 207	U	T	 	 3889	 56.26	 	10.76	 	10.90	 	232	                                   	Simbad	NED
165.850833	-23.087500	NGC 3511         	 	1	F11009-2249	 	11 03 24.2	-23 05 15	272.90	 33.41	U	 	   1.03	 	47	R	I	 	   0.83	 	 27	R	I	 	    8.98	 	 67	R	I	 	   21.87	 	 197	M	I	 	 1106	 13.60	 	 9.69	 	 9.82	 	561	AM1100-224                         	Simbad	NED
165.975833	+40.849444	MCG+07-23-019    	 	1	F11011+4107	 	11 03 54.2	+40 50 58	174.19	 63.99	U	 	   0.20	 	19	R	I	 	   0.71	 	 22	R	I	 	    6.38	 	 34	U	T	 	   10.30	 	 106	U	T	 	10438	143.21	 	11.51	 	11.61	 	 52	ARP148;VV032;Mayall'sObject        	Simbad	NED
166.455000	 -0.037500	NGC 3521         	 	1	F11032+0014	 	11 05 49.2	-00 02 15	255.54	 52.83	 	 	   5.04	 	70	R	I	 	   5.46	 	 82	R	I	 	   49.19	 	100	R	I	 	  121.76	 	 405	R	I	 	  736	  6.84	 	 9.84	 	 9.96	 	534	                                   	Simbad	NED
166.953333	-46.527222	ESO 265-G007     	 	2	F11055-4615	 	11 07 48.8	-46 31 38	284.99	 12.70	 	 	   0.54	 	28	R	I	 	   0.84	 	 28	R	I	 	    6.45	 	 36	R	I	 	   17.78	 	 204	U	T	 	 1067	 11.66	 	 9.46	 	 9.55	 	589	AM1105-461                         	Simbad	NED
167.644583	-49.101389	ESO 215-G031     	 	2	F11082-4849	 	11 10 34.7	-49 06 05	286.45	 10.52	 	 	   0.33	 	21	U	T	 	   0.72	 	 13	U	T	 	    5.38	 	 88	U	T	 	   10.12	 	 306	U	T	 	 2722	 32.40	 	10.15	 	10.29	 	432	                                   	Simbad	NED
167.710000	-37.451389	NGC 3568         	 	2	F11084-3710	 	11 10 50.4	-37 27 05	281.71	 21.24	 	 	   0.93	 	59	R	I	 	   1.05	 	 22	R	I	 	    8.03	 	 40	R	I	 	   15.95	 	 267	U	T	 	 2445	 30.06	 	10.27	 	10.45	 	374	                                   	Simbad	NED
167.881250	+55.673056	NGC 3556         	 	1	F11085+5556	 	11 11 31.5	+55 40 23	148.31	 56.25	 	 	   2.29	 	27	R	I	 	   4.19	 	 27	R	I	 	   32.55	 	 68	R	I	 	   76.90	 	 231	R	I	 	  698	 13.85	 	10.26	 	10.37	 	400	                                   	Simbad	NED
168.540417	+48.320000	NGC 3583         	 	1	F11113+4835	 	11 14 09.7	+48 19 12	158.12	 61.63	 	 	   0.60	 	26	M	I	 	   0.77	 	 23	U	T	 	    7.43	 	 36	R	I	 	   17.92	 	 106	U	T	 	 2168	 35.09	 	10.43	 	10.54	 	347	                                   	Simbad	NED
168.655833	+12.817222	NGC 3593         	 	1	F11120+1305	 	11 14 37.4	+12 49 02	240.43	 63.21	 	 	   1.52	 	43	M	I	 	   1.96	 	 69	U	T	 	   18.47	 	 47	U	T	 	   36.44	 	  87	U	T	 	  578	  5.04	 	 9.08	 	 9.22	 	607	                                   	Simbad	NED
168.670417	-23.725833	NGC 3597         	 	1	F11122-2327	 	11 14 40.9	-23 43 33	276.02	 34.04	 	 	   0.67	 	28	R	I	 	   2.18	 	 44	R	Z	 	   12.84	 	 36	U	T	 	   16.21	 	 126	U	T	 	 3485	 48.31	 	10.80	 	10.97	 	206	AM1112-232                         	Simbad	NED
169.017083	-76.215000	NGC 3620         	 	2	F11143-7556	 	11 16 04.1	-76 12 54	297.22	-14.41	 	 	   1.29	 	20	M	I	 	   4.74	 	 23	M	I	 	   45.75	 	 60	U	T	 	   67.17	 	 649	U	T	 	 1680	 19.66	 	10.59	 	10.70	 	297	                                   	Simbad	NED
169.569583	-32.813056	NGC 3621         	 	2	F11158-3232	R	11 18 16.7	-32 48 47	281.21	 26.10	 	 	   3.53	 	25	R	Z	 	   4.44	 	 48	R	Z	 	   29.32	 	 44	R	I	 	   77.34	 	 144	R	I	 	  727	  6.64	P	 9.61	 	 9.74	 	577	AM1115-323                         	Simbad	NED
170.063750	+12.992222	NGC 3627         	 	1	F11176+1315	 	11 20 15.3	+12 59 32	241.96	 64.42	 	 	   4.82	 	35	R	I	 	   8.55	 	 71	R	Z	 	   66.31	 	 59	R	I	 	  136.56	 	 118	R	I	 	  740	 10.04	P	10.24	 	10.38	 	395	ARP317NED02;VV308a                 	Simbad	NED
170.072500	+13.588611	NGC 3628         	 	1	F11176+1351	 	11 20 17.4	+13 35 19	240.86	 64.78	 	 	   3.13	 	48	M	I	 	   4.85	 	 63	U	T	 	   54.80	 	 77	M	I	 	  105.76	 	 240	U	T	 	  825	 10.04	P	10.14	 	10.25	 	442	ARP317NED03;VV308b                 	Simbad	NED
170.255000	+53.171667	NGC 3631         	 	1	F11182+5326	 	11 21 01.2	+53 10 18	149.53	 59.03	 	 	   1.07	 	23	R	I	 	   1.45	 	 32	R	I	 	    9.71	 	 40	R	I	 	   27.64	 	 128	M	I	 	 1158	 21.58	 	10.19	 	10.30	 	429	ARP027;VV363                       	Simbad	NED
170.305417	 -2.985556	CGCG 011-076     	*	1	F11186-0242	 	11 21 13.3	-02 59 08	263.57	 52.85	 	 	   0.48	 	39	R	I	 	   0.76	 	 50	U	T	 	    5.85	 	 57	M	I	 	    9.18	 	 253	U	T	 	 7464	106.27	 	11.20	 	11.37	 	 94	                                   	Simbad	NED
170.722917	+16.591111	NGC 3655         	 	1	F11202+1651	 	11 22 53.5	+16 35 28	235.58	 66.96	 	 	   0.67	 	45	M	I	 	   1.15	 	 46	R	I	 	    8.48	 	 49	M	I	 	   19.75	 	 160	U	T	 	 1473	 26.42	 	10.23	 	10.35	 	407	                                   	Simbad	NED
171.256667	 -9.792778	NGC 3672         	 	1	F11224-0931	 	11 25 01.6	-09 47 34	270.42	 47.55	 	 	   1.01	 	39	R	I	 	   0.95	 	 59	R	I	 	    9.23	 	 62	R	I	 	   25.69	 	 248	M	I	 	 1899	 27.70	 	10.37	 	10.47	 	366	                                   	Simbad	NED
171.447083	+14.673056	IC 2810          	*	1	F11231+1456	 	11 25 47.3	+14 40 23	240.61	 66.50	R	 	   0.14	 	34	U	T	 	   0.62	 	 62	U	T	 	    6.20	 	 38	U	T	 	   10.39	 	 136	U	T	 	10299	142.89	 	11.50	 	11.59	 	 61	                                   	Simbad	NED
171.537500	+43.584444	NGC 3675         	 	1	F11234+4351	 	11 26 09.0	+43 35 04	163.66	 66.19	 	 	   1.43	 	20	R	I	 	   1.67	 	 37	R	I	 	   10.48	 	 40	R	I	 	   36.56	 	 199	M	I	 	  804	 12.69	S	 9.84	 	 9.92	 	543	                                   	Simbad	NED
171.877500	+56.878889	NGC 3683         	 	1	F11246+5709	 	11 27 30.6	+56 52 44	143.82	 56.71	 	 	   1.16	 	34	M	I	 	   1.48	 	 20	U	T	 	   13.87	 	 47	U	T	 	   29.30	 	  95	U	T	 	 1716	 29.06	 	10.50	 	10.63	 	318	                                   	Simbad	NED
171.983750	-41.618333	ESO 319-G022     	 	2	F11255-4120	 	11 27 56.1	-41 37 06	286.61	 18.59	 	 	   0.16	 	34	U	T	 	   0.95	 	 31	U	T	 	    7.68	 	 30	U	T	 	    9.52	 	 186	U	T	 	 4902	 72.26	 	10.93	 	11.04	 	185	AM1125-412                         	Simbad	NED
172.135833	+58.561111	NGC 3690/IC 694  	 	1	F11257+5850	 	11 28 32.6	+58 33 40	141.90	 55.41	U	 	   3.97	 	20	M	I	 	  24.51	 	 31	M	I	 	  113.05	 	 52	U	T	 	  111.42	 	 133	U	T	 	 3159	 47.74	 	11.74	 	11.88	 	 27	MRK171;ARP299;VV118;KPG288         	Simbad	NED
172.880000	-30.306667	NGC 3717         	 	2	F11290-3001	 	11 31 31.2	-30 18 24	283.13	 29.47	 	 	   0.85	 	26	R	I	 	   1.32	 	 40	R	I	 	   11.92	 	 29	R	I	 	   26.04	 	  92	M	I	 	 1733	 21.39	S	10.18	 	10.29	 	431	AM1129-300                         	Simbad	NED
173.332917	+47.030278	NGC 3726         	 	1	11306+4718 	 	11 33 19.9	+47 01 49	155.38	 64.88	 	 	   0.70	 	27	R	I	 	   0.88	 	 22	R	I	 	    6.21	 	 25	R	I	 	   20.91	 	 117	R	I	 	  851	 14.53	S	 9.71	 	 9.78	 	569	                                   	Simbad	NED
173.555833	 -9.844444	NGC 3732         	 	N	F11316-0934	 	11 34 13.4	-09 50 40	273.45	 48.56	 	 	   0.25	 	28	U	T	 	   0.71	 	 43	U	T	 	    5.36	 	 26	M	I	 	    7.75	 	 144	U	T	 	 1692	 25.08	 	 9.87	 	10.01	 	522	                                   	Simbad	NED
173.989167	+70.535556	NGC 3735         	 	1	F11330+7048	 	11 35 57.4	+70 32 08	131.74	 45.28	 	 	   0.64	 	31	U	T	 	   1.12	 	 18	U	T	 	    6.71	 	 43	U	T	 	   17.83	 	  90	U	T	 	 2696	 36.04	S	10.45	 	10.57	 	339	                                   	Simbad	NED
175.240833	+11.471667	NGC 3810         	 	1	F11383+1144	 	11 40 57.8	+11 28 18	252.93	 67.22	 	 	   1.46	 	39	R	I	 	   1.62	 	 58	R	I	 	   13.63	 	 42	R	I	 	   35.07	 	 157	M	I	 	 1001	 15.36	S	10.00	 	10.12	 	495	                                   	Simbad	NED
176.533333	+47.493889	NGC 3877         	 	1	F11434+4746	 	11 46 08.0	+47 29 38	150.72	 65.96	 	 	   0.85	 	18	R	I	 	   1.10	 	 29	R	I	 	    7.72	 	 21	R	I	 	   22.42	 	  53	R	I	 	  903	 15.14	S	 9.78	 	 9.89	 	550	                                   	Simbad	NED
176.516667	-56.386667	NGC 3882         	 	2	11436-5606 	 	11 46 04.0	-56 23 12	293.93	  5.34	 	 	   1.51	 	28	R	Z	 	   2.67	 	 26	R	Z	 	   19.84	 	117	R	I	 	   37.38	 	 627	U	T	 	 1817	 20.62	 	10.32	 	10.47	 	367	                                   	Simbad	NED
176.687917	-27.919444	NGC 3885         	 	1	F11442-2738	 	11 46 45.1	-27 55 10	285.91	 32.80	 	 	   0.57	 	32	R	I	 	   1.47	 	 58	U	T	 	   11.89	 	 44	U	T	 	   16.25	 	 190	U	T	 	 1802	 22.93	 	10.13	 	10.27	 	437	AM1144-273                         	Simbad	NED
176.766667	-16.850000	NGC 3887         	 	1	F11445-1634	 	11 47 04.0	-16 51 00	281.54	 43.33	 	 	   0.59	 	30	R	I	 	   0.67	 	 31	R	I	 	    5.84	 	 45	R	I	 	   16.81	 	 145	M	I	 	 1208	 16.07	 	 9.71	 	 9.80	 	565	                                   	Simbad	NED
177.157083	+48.712500	NGC 3893         	 	1	F11459+4859	 	11 48 37.7	+48 42 45	148.16	 65.23	S	 	   1.45	 	27	R	I	 	   1.65	 	 31	R	I	 	   15.57	 	 54	R	I	 	   36.80	 	  63	U	T	 	  892	 16.35	S	10.08	 	10.20	 	464	KPG302A                            	Simbad	NED
178.205000	+44.120556	NGC 3938         	 	1	F11502+4423	 	11 52 49.2	+44 07 14	153.88	 69.32	 	 	   0.90	 	29	R	I	 	   1.23	 	 20	R	I	 	    9.18	 	 29	R	I	 	   27.50	 	  77	R	I	 	  800	 14.75	 	 9.85	 	 9.93	 	542	                                   	Simbad	NED
178.300000	-39.131667	ESO 320-G030     	 	2	F11506-3851	 	11 53 12.0	-39 07 54	290.76	 22.36	 	 	   0.53	 	21	U	T	 	   2.28	 	 28	U	T	 	   34.38	 	 71	U	T	 	   46.28	 	 225	U	T	 	 3232	 37.70	 	11.02	 	11.10	 	161	                                   	Simbad	NED
178.425000	+47.858611	NGC 3949         	 	1	F11510+4808	 	11 53 42.0	+47 51 31	147.63	 66.41	 	 	   0.79	 	23	M	I	 	   1.26	 	 24	R	I	 	   11.29	 	 34	M	I	 	   24.40	 	 133	U	T	 	  810	 13.61	S	 9.75	 	 9.87	 	551	                                   	Simbad	NED
178.451667	+52.328889	NGC 3953         	 	1	11511+5236 	 	11 53 48.4	+52 19 44	141.74	 63.02	 	 	   1.10	 	18	R	Z	 	   1.19	 	 35	R	I	 	    7.11	 	 45	R	Z	 	   31.12	 	  86	R	Z	 	 1016	 17.58	S	10.05	 	10.09	 	503	                                   	Simbad	NED
178.489583	-23.164444	NGC 3955         	 	1	F11514-2253	 	11 53 57.5	-23 09 52	286.14	 37.83	 	 	   1.05	 	53	R	I	 	   1.31	 	 36	R	I	 	    8.34	 	 47	U	T	 	   17.56	 	 514	U	T	 	 1491	 19.78	 	 9.94	 	10.12	 	493	AM1151-225                         	Simbad	NED
179.029583	-19.896944	NGC 3981         	 	1	F11535-1937	 	11 56 07.1	-19 53 49	285.58	 41.10	 	 	   0.65	 	26	R	I	 	   0.84	 	 42	R	I	 	    7.14	 	 27	R	I	 	   20.72	 	 142	M	I	 	 1723	 23.37	 	10.13	 	10.21	 	456	ARP289;VV008                       	Simbad	NED
179.113750	+55.126667	NGC 3982         	 	1	F11538+5524	 	11 56 27.3	+55 07 36	138.83	 60.27	 	 	   0.47	 	20	R	Z	 	   0.97	 	 26	M	I	 	    7.18	 	 38	M	I	 	   16.24	 	 142	U	T	 	 1109	 21.04	 	 9.95	 	10.06	 	511	                                   	Simbad	NED
179.420833	+32.286111	NGC 3994/5       	*	1	F11551+3233	 	11 57 41.0	+32 17 10	185.85	 77.25	S	 	   0.50	 	27	R	I	 	   0.90	 	 44	R	I	 	    8.53	 	 80	R	I	 	   16.88	 	 202	R	I	 	 3118	 48.22	 	10.71	 	10.83	 	254	ARP313;VV249a/b                    	Simbad	NED
